Iterações, Bubble Sort, Insertion Sort, Heap Sort, Merge Sort, Quick Sort, Radix Sort
544, 354784, 146164, 15047, 12092, 9492, 9317
545, 358301, 147475, 15069, 12118, 9311, 9334
546, 360741, 150220, 15095, 12144, 9373, 9351
547, 361129, 151553, 15123, 12170, 9420, 9368
548, 359337, 151053, 15159, 12196, 9458, 9385
549, 361906, 150984, 15205, 12222, 9491, 9402
550, 363649, 151446, 15228, 12248, 9488, 9419
551, 364446, 152398, 15251, 12274, 9594, 9436
552, 365191, 151664, 15307, 12300, 9540, 9453
553, 367592, 153501, 15334, 12326, 9513, 9470
554, 367839, 154789, 15346, 12352, 9502, 9487
555, 370566, 154347, 15386, 12378, 9704, 9504
556, 370953, 155362, 15422, 12404, 9662, 9521
557, 369706, 154747, 15479, 12430, 9653, 9538
558, 372725, 156572, 15493, 12456, 9541, 9555
559, 373473, 158020, 15499, 12482, 9594, 9572
560, 375650, 158110, 15554, 12508, 9899, 9589
561, 378382, 158138, 15572, 12534, 9688, 9606
562, 378567, 159313, 15618, 12560, 9744, 9623
563, 381576, 160440, 15636, 12586, 9775, 9640
564, 382445, 159980, 15675, 12612, 9771, 9657
565, 382504, 159364, 15730, 12638, 9869, 9674
566, 382876, 160131, 15747, 12664, 9858, 9691
567, 384036, 159679, 15774, 12690, 10017, 9708
568, 387069, 163196, 15787, 12716, 9923, 9725
569, 387984, 161978, 15850, 12742, 9895, 9742
570, 386840, 162220, 15897, 12768, 10161, 9759
571, 391283, 165161, 15909, 12794, 9910, 9776
572, 392704, 163832, 15942, 12820, 10191, 9793
573, 397160, 164859, 15977, 12846, 10203, 9810
574, 392259, 164060, 16003, 12872, 9942, 9827
575, 397716, 165116, 16027, 12898, 10089, 9844
576, 398173, 166816, 16060, 12924, 10353, 9861
577, 401218, 167118, 16099, 12950, 10006, 9878
578, 399495, 167697, 16133, 12976, 10106, 9895
579, 400572, 166597, 16177, 13002, 10188, 9912
580, 404917, 168933, 16202, 13028, 10045, 9929
581, 405755, 169853, 16240, 13054, 10229, 9946
582, 405234, 168327, 16290, 13080, 10105, 9963
583, 405642, 172236, 16276, 13106, 10138, 9980
584, 410510, 171805, 16342, 13132, 10183, 9997
585, 412398, 171935, 16368, 13158, 10104, 10014
586, 410581, 172653, 16399, 13184, 10194, 10031
587, 416163, 173788, 16430, 13210, 10285, 10048
588, 414580, 174323, 16453, 13236, 10308, 10065
589, 414916, 172937, 16494, 13262, 10357, 10082
590, 416011, 173069, 16543, 13288, 10446, 10099
591, 420575, 175209, 16550, 13314, 10276, 10116
592, 418029, 174556, 16598, 13340, 10344, 10133
593, 422468, 176030, 16625, 13366, 10384, 10150
594, 426453, 176932, 16662, 13392, 10500, 10167
595, 425446, 177193, 16688, 13418, 10392, 10184
596, 425701, 177921, 16723, 13444, 10378, 10201
597, 430407, 177923, 16755, 13470, 10383, 10218
598, 428439, 179542, 16783, 13496, 10410, 10235
599, 428775, 179600, 16825, 13522, 10507, 10252
600, 431933, 181105, 16870, 13548, 10613, 10269
601, 435029, 180268, 16898, 13574, 10636, 10286
602, 436721, 182064, 16912, 13600, 10626, 10303
603, 437184, 180917, 16963, 13626, 10722, 10320
604, 438289, 181533, 16986, 13652, 10774, 10337
605, 437665, 183248, 16995, 13678, 10824, 10354
606, 443552, 184950, 17055, 13704, 10459, 10371
607, 441503, 184632, 17076, 13730, 10803, 10388
608, 446226, 186117, 17119, 13756, 10843, 10405
609, 444427, 186310, 17151, 13782, 10632, 10422
610, 448470, 185638, 17186, 13808, 10778, 10439
611, 447741, 187698, 17205, 13834, 10866, 10456
612, 450408, 188733, 17237, 13860, 10871, 10473
613, 448649, 188751, 17282, 13886, 10840, 10490
614, 454261, 188339, 17308, 13912, 10954, 10507
615, 458068, 191378, 17335, 13938, 10784, 10524
616, 455899, 190213, 17387, 13964, 11066, 10541
617, 459197, 192224, 17404, 13990, 10773, 10558
618, 457576, 190360, 17448, 14016, 11067, 10575
619, 460583, 192726, 17478, 14042, 10918, 10592
620, 465748, 194935, 17490, 14068, 11040, 10609
621, 463747, 191981, 17554, 14094, 11052, 10626
622, 465033, 195110, 17562, 14120, 10846, 10643
623, 469572, 194616, 17610, 14146, 10988, 10660
624, 472864, 196094, 17637, 14172, 11185, 10677
625, 472166, 196621, 17681, 14198, 11078, 10694
626, 469540, 195766, 17708, 14224, 11086, 10711
627, 473643, 196766, 17745, 14250, 11020, 10728
628, 473073, 199243, 17771, 14276, 11183, 10745
629, 477454, 199017, 17807, 14302, 11104, 10762
630, 475387, 200023, 17837, 14328, 11239, 10779
631, 479440, 198314, 17875, 14354, 11160, 10796
632, 480841, 200752, 17896, 14380, 11182, 10813
633, 480760, 201496, 17931, 14406, 11348, 10830
634, 484343, 202220, 17960, 14432, 11236, 10847
635, 489352, 203664, 17970, 14458, 11108, 10864
636, 484528, 203820, 18025, 14484, 11352, 10881
637, 487245, 206012, 18033, 14510, 11453, 10898
638, 489681, 202914, 18105, 14536, 11192, 10915
639, 493837, 205450, 18113, 14562, 11413, 10932
640, 492783, 203912, 18177, 14588, 11373, 10949
641, 493186, 205163, 18182, 14614, 11421, 10966
642, 496129, 206962, 18226, 14640, 11313, 10983
643, 498418, 208259, 18257, 14666, 11445, 11000
644, 496000, 207564, 18281, 14692, 11489, 11017
645, 499773, 209376, 18333, 14718, 11379, 11034
646, 502910, 208181, 18376, 14744, 11499, 11051
647, 506751, 209840, 18398, 14770, 11559, 11068
648, 504542, 210142, 18453, 14796, 11537, 11085
649, 508181, 210692, 18459, 14822, 11617, 11102
650, 510977, 213180, 18487, 14848, 11625, 11119
651, 506748, 210552, 18542, 14874, 11769, 11136
652, 510376, 212836, 18566, 14900, 11712, 11153
653, 511771, 215737, 18595, 14926, 11683, 11170
654, 514496, 212843, 18647, 14952, 11684, 11187
655, 517266, 215692, 18656, 14978, 11786, 11204
656, 517292, 216331, 18685, 15004, 11840, 11221
657, 517121, 217107, 18711, 15030, 11761, 11238
658, 522243, 217685, 18749, 15056, 11807, 11255
659, 522340, 219434, 18799, 15082, 11735, 11272
660, 524306, 219035, 18827, 15108, 11850, 11289
661, 525363, 219450, 18828, 15134, 11850, 11306
662, 529178, 218586, 18877, 15160, 11930, 11323
663, 532341, 220461, 18919, 15186, 11949, 11340
664, 530577, 220837, 18968, 15212, 11911, 11357
665, 531875, 222213, 18988, 15238, 11880, 11374
666, 534168, 222603, 19010, 15264, 12210, 11391
667, 536113, 221889, 19064, 15290, 12061, 11408
668, 538206, 223508, 19095, 15316, 12124, 11425
669, 537973, 223327, 19130, 15342, 12128, 11442
670, 539266, 224907, 19146, 15368, 12083, 11459
671, 541893, 226426, 19193, 15394, 12115, 11476
672, 542912, 225931, 19211, 15420, 12002, 11493
673, 545215, 227733, 19250, 15446, 12249, 11510
674, 545611, 225581, 19282, 15472, 12413, 11527
675, 543257, 228092, 19318, 15498, 12197, 11544
676, 547666, 230185, 19349, 15524, 12119, 11561
677, 552618, 230641, 19383, 15550, 12370, 11578
678, 554613, 231350, 19429, 15576, 12187, 11595
679, 553550, 231642, 19440, 15602, 12085, 11612
680, 561003, 231839, 19487, 15628, 12394, 11629
681, 553869, 233242, 19517, 15654, 12173, 11646
682, 563108, 234431, 19538, 15680, 12373, 11663
683, 564154, 236264, 19567, 15706, 12347, 11680
684, 562816, 235109, 19612, 15732, 12215, 11697
685, 565054, 235770, 19644, 15758, 12296, 11714
686, 565212, 237159, 19654, 15784, 12493, 11731
687, 572794, 239754, 19689, 15810, 12306, 11748
688, 571206, 234800, 19748, 15836, 12411, 11765
689, 572675, 239038, 19767, 15862, 12430, 11782
690, 571582, 238159, 19827, 15888, 12350, 11799
691, 571780, 238210, 19879, 15914, 12253, 11816
692, 573000, 239387, 19880, 15940, 12379, 11833
693, 578146, 239775, 19931, 15966, 12351, 11850
694, 583042, 241073, 19961, 15992, 12663, 11867
695, 581480, 240323, 19992, 16018, 12447, 11884
696, 581486, 242766, 20025, 16044, 12619, 11901
697, 583066, 242419, 20059, 16070, 12503, 11918
698, 581549, 242993, 20100, 16096, 12618, 11935
699, 585868, 243415, 20118, 16122, 12540, 11952
700, 587682, 243243, 20157, 16148, 12573, 11969
701, 589867, 245673, 20181, 16174, 12748, 11986
702, 592157, 246113, 20228, 16200, 12722, 12003
703, 593821, 246276, 20248, 16226, 12689, 12020
704, 602105, 248411, 20288, 16252, 12716, 12037
705, 602186, 246886, 20325, 16278, 12849, 12054
706, 598444, 250093, 20349, 16304, 12761, 12071
707, 602623, 249334, 20370, 16330, 12856, 12088
708, 605583, 250692, 20399, 16356, 12913, 12105
709, 607805, 255008, 20435, 16382, 12954, 12122
710, 605951, 251554, 20478, 16408, 12742, 12139
711, 610990, 252602, 20501, 16434, 12741, 12156
712, 608282, 253132, 20549, 16460, 13020, 12173
713, 614059, 253541, 20594, 16486, 12774, 12190
714, 609959, 251495, 20632, 16512, 12879, 12207
715, 615565, 254868, 20680, 16538, 12986, 12224
716, 620509, 256898, 20687, 16564, 13075, 12241
717, 617743, 254724, 20739, 16590, 12970, 12258
718, 625739, 257477, 20756, 16616, 13234, 12275
719, 624737, 258116, 20790, 16642, 12919, 12292
720, 620044, 257239, 20833, 16668, 13180, 12309
721, 623434, 258857, 20847, 16694, 13056, 12326
722, 624837, 260725, 20898, 16720, 13124, 12343
723, 628850, 261453, 20915, 16746, 13285, 12360
724, 633007, 261824, 20958, 16772, 13277, 12377
725, 632409, 261754, 20988, 16798, 13196, 12394
726, 635853, 263048, 21023, 16824, 13261, 12411
727, 637673, 263555, 21063, 16850, 13396, 12428
728, 641614, 263686, 21111, 16876, 13467, 12445
729, 639340, 266242, 21116, 16902, 13173, 12462
730, 645936, 267194, 21162, 16928, 13480, 12479
731, 641680, 268047, 21172, 16954, 13578, 12496
732, 646302, 267218, 21197, 16980, 13250, 12513
733, 649283, 269187, 21229, 17006, 13300, 12530
734, 646819, 270245, 21303, 17032, 13228, 12547
735, 650378, 271166, 21318, 17058, 13300, 12564
736, 651913, 267979, 21356, 17084, 13326, 12581
737, 654314, 271619, 21371, 17110, 13454, 12598
738, 655359, 271809, 21422, 17136, 13385, 12615
739, 658148, 271940, 21450, 17162, 13317, 12632
740, 662966, 274391, 21478, 17188, 13731, 12649
741, 660748, 275994, 21520, 17214, 13506, 12666
742, 668064, 275511, 21549, 17240, 13584, 12683
743, 666054, 276452, 21579, 17266, 13346, 12700
744, 665828, 274580, 21624, 17292, 13166, 12717
745, 671658, 277567, 21660, 17318, 13790, 12734
746, 673483, 279340, 21687, 17344, 13580, 12751
747, 669270, 278644, 21719, 17370, 13922, 12768
748, 674005, 281211, 21745, 17396, 13582, 12785
749, 677845, 280624, 21781, 17422, 13635, 12802
750, 680380, 281409, 21819, 17448, 13794, 12819
751, 680305, 282373, 21846, 17474, 13696, 12836
752, 682008, 281636, 21903, 17500, 13614, 12853
753, 683399, 281624, 21941, 17526, 13601, 12870
754, 682890, 285749, 21915, 17552, 13624, 12887
755, 687639, 285408, 21984, 17578, 13845, 12904
756, 691161, 288792, 21992, 17604, 13856, 12921
757, 686754, 285546, 22060, 17630, 13823, 12938
758, 693805, 287852, 22082, 17656, 13898, 12955
759, 694324, 288855, 22115, 17682, 13648, 12972
760, 700475, 290892, 22152, 17708, 13956, 12989
761, 699435, 292172, 22163, 17734, 13838, 13006
762, 697206, 290780, 22212, 17760, 14090, 13023
763, 702194, 289440, 22247, 17786, 13957, 13040
764, 702987, 289973, 22303, 17812, 14003, 13057
765, 705741, 290449, 22349, 17838, 14111, 13074
766, 708173, 291857, 22359, 17864, 13886, 13091
767, 708509, 294027, 22378, 17890, 14229, 13108
768, 712535, 297337, 22402, 17916, 14131, 13125
769, 714543, 295835, 22463, 17942, 14204, 13142
770, 715447, 294938, 22512, 17968, 13905, 13159
771, 720473, 297294, 22509, 17994, 14324, 13176
772, 720050, 297435, 22547, 18020, 14375, 13193
773, 719655, 298412, 22580, 18046, 14214, 13210
774, 720709, 297549, 22645, 18072, 13985, 13227
775, 725110, 299705, 22659, 18098, 14152, 13244
776, 729969, 301214, 22695, 18124, 14156, 13261
777, 728926, 303385, 22723, 18150, 14128, 13278
778, 728878, 302477, 22756, 18176, 14492, 13295
779, 730674, 304531, 22776, 18202, 14434, 13312
780, 730466, 305386, 22806, 18228, 14291, 13329
781, 733949, 306133, 22854, 18254, 14198, 13346
782, 736689, 305745, 22869, 18280, 14459, 13363
783, 741107, 307555, 22913, 18306, 14409, 13380
784, 740545, 307597, 22946, 18332, 14378, 13397
785, 744257, 308396, 22980, 18358, 14589, 13414
786, 746109, 309496, 23026, 18384, 14596, 13431
787, 743240, 306818, 23074, 18410, 14514, 13448
788, 749980, 310446, 23111, 18436, 14560, 13465
789, 750754, 309958, 23123, 18462, 14644, 13482
790, 752964, 310761, 23160, 18488, 14588, 13499
791, 754423, 314171, 23190, 18514, 14825, 13516
792, 758634, 312317, 23250, 18540, 14539, 13533
793, 754432, 313864, 23254, 18566, 14737, 13550
794, 757268, 314959, 23316, 18592, 14612, 13567
795, 763799, 313949, 23355, 18618, 14500, 13584
796, 766340, 315594, 23376, 18644, 14721, 13601
797, 763245, 317121, 23379, 18670, 14517, 13618
798, 771658, 319183, 23435, 18696, 14691, 13635
799, 772094, 319053, 23480, 18722, 14872, 13652
800, 769154, 319639, 23510, 18748, 14848, 13669
801, 775100, 319649, 23544, 18774, 14673, 13686
802, 775453, 321972, 23547, 18800, 14921, 13703
803, 780908, 325409, 23559, 18826, 14743, 13720
804, 778837, 323103, 23628, 18852, 14807, 13737
805, 779181, 323866, 23654, 18878, 14646, 13754
806, 788143, 325212, 23695, 18904, 14849, 13771
807, 790166, 327006, 23723, 18930, 14862, 13788
808, 788320, 329410, 23748, 18956, 15090, 13805
809, 791241, 327452, 23792, 18982, 15065, 13822
810, 793103, 330812, 23816, 19008, 14828, 13839
811, 791742, 326757, 23877, 19034, 15174, 13856
812, 793586, 327651, 23900, 19060, 15453, 13873
813, 796070, 331446, 23938, 19086, 15172, 13890
814, 799937, 330683, 23968, 19112, 14993, 13907
815, 806921, 334073, 23969, 19138, 15153, 13924
816, 805075, 334088, 24016, 19164, 15132, 13941
817, 804876, 332016, 24080, 19190, 15170, 13958
818, 807121, 333634, 24119, 19216, 15263, 13975
819, 808648, 335832, 24112, 19242, 15214, 13992
820, 814005, 337547, 24176, 19268, 15385, 14009
821, 812278, 337992, 24199, 19294, 15176, 14026
822, 815638, 336844, 24245, 19320, 15263, 14043
823, 815477, 337088, 24265, 19346, 15243, 14060
824, 818440, 338364, 24315, 19372, 15535, 14077
825, 818175, 340768, 24349, 19398, 15188, 14094
826, 823060, 340434, 24368, 19424, 15063, 14111
827, 824583, 345040, 24394, 19450, 15201, 14128
828, 828768, 345154, 24414, 19476, 15502, 14145
829, 826032, 346112, 24443, 19502, 15306, 14162
830, 829814, 344188, 24509, 19528, 15247, 14179
831, 836886, 343838, 24543, 19554, 15635, 14196
832, 832080, 347213, 24552, 19580, 15558, 14213
833, 836512, 347886, 24573, 19606, 15569, 14230
834, 843370, 350337, 24634, 19632, 15632, 14247
835, 842764, 348024, 24660, 19658, 15618, 14264
836, 844792, 350533, 24692, 19684, 15362, 14281
837, 843506, 348870, 24747, 19710, 15559, 14298
838, 846210, 350893, 24789, 19736, 15340, 14315
839, 850022, 352328, 24797, 19762, 15502, 14332
840, 851977, 351609, 24849, 19788, 15601, 14349
841, 853705, 354631, 24853, 19814, 15709, 14366
842, 856633, 354220, 24908, 19840, 15608, 14383
843, 857606, 354047, 24963, 19866, 15292, 14400
844, 854720, 356563, 24973, 19892, 15637, 14417
845, 864592, 357353, 25003, 19918, 15541, 14434
846, 861984, 356323, 25034, 19944, 15840, 14451
847, 863017, 357336, 25095, 19970, 15996, 14468
848, 864481, 357802, 25119, 19996, 15502, 14485
849, 869722, 362477, 25140, 20022, 15714, 14502
850, 874962, 361646, 25182, 20048, 15852, 14519
851, 875611, 363580, 25209, 20074, 15590, 14536
852, 879569, 363504, 25246, 20100, 15309, 14553
853, 879519, 365462, 25282, 20126, 15741, 14570
854, 881824, 366502, 25294, 20152, 15853, 14587
855, 886076, 365732, 25339, 20178, 15897, 14604
856, 893813, 367293, 25364, 20204, 15889, 14621
857, 886962, 367528, 25407, 20230, 15871, 14638
858, 890400, 370132, 25423, 20256, 16165, 14655
859, 891933, 368519, 25470, 20282, 16184, 14672
860, 891341, 372510, 25514, 20308, 15692, 14689
861, 896547, 369343, 25564, 20334, 15926, 14706
862, 894541, 369538, 25579, 20360, 16251, 14723
863, 902502, 375760, 25589, 20386, 16092, 14740
864, 900892, 373647, 25658, 20412, 16091, 14757
865, 903394, 373481, 25707, 20438, 16202, 14774
866, 905506, 375991, 25708, 20464, 15851, 14791
867, 911096, 377943, 25742, 20490, 16130, 14808
868, 907723, 376764, 25762, 20516, 16025, 14825
869, 913502, 377742, 25814, 20542, 16489, 14842
870, 916026, 377120, 25860, 20568, 16445, 14859
871, 916106, 379557, 25891, 20594, 16313, 14876
872, 919674, 382293, 25918, 20620, 16352, 14893
873, 918298, 382234, 25950, 20646, 16196, 14910
874, 923967, 384098, 25988, 20672, 16293, 14927
875, 930739, 384826, 26012, 20698, 16257, 14944
876, 925842, 382571, 26074, 20724, 16703, 14961
877, 929400, 384210, 26087, 20750, 16017, 14978
878, 932791, 388082, 26084, 20776, 16543, 14995
879, 933275, 387368, 26125, 20802, 16556, 15012
880, 940566, 392699, 26155, 20828, 16641, 15029
881, 939109, 389620, 26204, 20854, 16469, 15046
882, 938854, 391713, 26234, 20880, 16627, 15063
883, 937383, 387498, 26279, 20906, 16768, 15080
884, 942830, 391817, 26310, 20932, 16382, 15097
885, 948898, 394297, 26325, 20958, 16601, 15114
886, 952656, 393380, 26394, 20984, 16697, 15131
887, 952704, 395081, 26412, 21010, 16639, 15148
888, 956468, 395699, 26448, 21036, 16485, 15165
889, 954113, 397458, 26460, 21062, 16610, 15182
890, 957212, 393295, 26524, 21088, 16706, 15199
891, 957217, 395099, 26555, 21114, 16516, 15216
892, 958297, 397456, 26583, 21140, 16883, 15233
893, 969732, 402073, 26609, 21166, 17796, 15250
894, 966278, 403576, 26656, 21192, 16595, 15267
895, 970680, 401661, 26691, 21218, 16787, 15284
896, 970010, 400570, 26734, 21244, 16917, 15301
897, 970807, 402599, 26753, 21270, 16845, 15318
898, 979244, 405725, 26783, 21296, 16664, 15335
899, 975668, 403615, 26827, 21322, 16683, 15352
900, 986561, 407600, 26836, 21348, 16745, 15369
901, 981968, 407127, 26887, 21374, 17365, 15386
902, 987112, 408771, 26920, 21400, 17180, 15403
903, 989818, 407632, 26947, 21426, 16917, 15420
904, 986781, 412653, 26992, 21452, 17093, 15437
905, 989610, 412904, 27010, 21478, 16963, 15454
906, 991813, 411776, 27042, 21504, 17392, 15471
907, 988741, 412058, 27090, 21530, 17273, 15488
908, 995284, 415127, 27121, 21556, 16870, 15505
909, 1001639, 416223, 27152, 21582, 17011, 15522
910, 1010233, 416255, 27197, 21608, 17049, 15539
911, 1003022, 415072, 27238, 21634, 17144, 15556
912, 1005705, 416320, 27255, 21660, 17467, 15573
913, 1002226, 413944, 27326, 21686, 16870, 15590
914, 1011359, 417732, 27324, 21712, 17205, 15607
915, 1014389, 421060, 27361, 21738, 17147, 15624
916, 1018488, 421089, 27402, 21764, 17447, 15641
917, 1017142, 422625, 27430, 21790, 17407, 15658
918, 1014882, 421426, 27482, 21816, 17386, 15675
919, 1023641, 424082, 27505, 21842, 17415, 15692
920, 1024928, 423969, 27553, 21868, 17237, 15709
921, 1021482, 422863, 27569, 21894, 17622, 15726
922, 1034843, 426435, 27589, 21920, 17414, 15743
923, 1030422, 428117, 27625, 21946, 17390, 15760
924, 1028243, 427348, 27672, 21972, 17464, 15777
925, 1040105, 429515, 27688, 21998, 17624, 15794
926, 1038633, 429973, 27734, 22024, 17597, 15811
927, 1042257, 430683, 27774, 22050, 17401, 15828
928, 1046396, 429257, 27801, 22076, 17545, 15845
929, 1043261, 435873, 27813, 22102, 17325, 15862
930, 1045383, 436543, 27871, 22128, 17708, 15879
931, 1048049, 436371, 27865, 22154, 17511, 15896
932, 1051697, 439338, 27932, 22180, 17628, 15913
933, 1054328, 436780, 27972, 22206, 17860, 15930
934, 1058602, 436315, 28002, 22232, 17660, 15947
935, 1062630, 437396, 28039, 22258, 17746, 15964
936, 1062094, 439886, 28060, 22284, 17645, 15981
937, 1060660, 436406, 28122, 22310, 17914, 15998
938, 1066990, 443452, 28133, 22336, 17934, 16015
939, 1067945, 443122, 28168, 22362, 17540, 16032
940, 1068671, 442395, 28209, 22388, 17831, 16049
941, 1070852, 443700, 28229, 22414, 17935, 16066
942, 1073197, 444010, 28288, 22440, 17947, 16083
943, 1074235, 444971, 28320, 22466, 17751, 16100
944, 1079153, 447713, 28326, 22492, 17862, 16117
945, 1079056, 449676, 28362, 22518, 17575, 16134
946, 1082816, 449334, 28433, 22544, 17786, 16151
947, 1091430, 447259, 28450, 22570, 17752, 16168
948, 1089760, 452326, 28498, 22596, 18271, 16185
949, 1097580, 452795, 28512, 22622, 17726, 16202
950, 1097613, 451150, 28552, 22648, 17945, 16219
951, 1092564, 455004, 28566, 22674, 17289, 16236
952, 1098473, 456941, 28613, 22700, 18307, 16253
953, 1098781, 457446, 28639, 22726, 18368, 16270
954, 1105381, 458835, 28681, 22752, 18030, 16287
955, 1105852, 454885, 28731, 22778, 18504, 16304
956, 1104252, 460297, 28747, 22804, 18158, 16321
957, 1107778, 458694, 28786, 22830, 17941, 16338
958, 1112165, 462120, 28806, 22856, 18136, 16355
959, 1116083, 463321, 28827, 22882, 18364, 16372
960, 1110040, 460207, 28888, 22908, 18302, 16389
961, 1116945, 461869, 28906, 22934, 18048, 16406
962, 1120817, 464048, 28942, 22960, 18256, 16423
963, 1122953, 466729, 28989, 22986, 18231, 16440
964, 1128530, 464855, 29027, 23012, 18634, 16457
965, 1123518, 465644, 29061, 23038, 18229, 16474
966, 1127582, 465228, 29092, 23064, 18251, 16491
967, 1141083, 468137, 29141, 23090, 18284, 16508
968, 1131885, 469032, 29150, 23116, 18483, 16525
969, 1139399, 473936, 29187, 23142, 18432, 16542
970, 1137852, 472537, 29229, 23168, 18729, 16559
971, 1138976, 471114, 29277, 23194, 18496, 16576
972, 1143071, 472712, 29280, 23220, 18464, 16593
973, 1154471, 479635, 29309, 23246, 18290, 16610
974, 1145736, 475609, 29382, 23272, 18541, 16627
975, 1144376, 477786, 29370, 23298, 18512, 16644
976, 1153084, 479811, 29433, 23324, 18689, 16661
977, 1154624, 473855, 29462, 23350, 18571, 16678
978, 1158850, 478928, 29510, 23376, 18653, 16695
979, 1156999, 482223, 29521, 23402, 18569, 16712
980, 1166669, 482966, 29574, 23428, 18506, 16729
981, 1158350, 483863, 29576, 23454, 18613, 16746
982, 1168440, 486463, 29612, 23480, 18657, 16763
983, 1168783, 486642, 29655, 23506, 18696, 16780
984, 1165489, 485977, 29705, 23532, 18956, 16797
985, 1175231, 485856, 29722, 23558, 18489, 16814
986, 1177035, 488293, 29777, 23584, 18772, 16831
987, 1179661, 484678, 29800, 23610, 18959, 16848
988, 1184228, 488686, 29829, 23636, 19055, 16865
989, 1190821, 491661, 29869, 23662, 19221, 16882
990, 1198057, 492475, 29915, 23688, 19080, 16899
991, 1195811, 493525, 29940, 23714, 18667, 16916
992, 1193310, 492427, 29990, 23740, 18902, 16933
993, 1198258, 493596, 30025, 23766, 18873, 16950
994, 1192635, 491433, 30072, 23792, 18834, 16967
995, 1196571, 495742, 30072, 23818, 19227, 16984
996, 1205323, 500847, 30095, 23844, 19080, 17001
997, 1206089, 499664, 30149, 23870, 19096, 17018
998, 1207599, 500168, 30164, 23896, 19015, 17035
999, 1207333, 498516, 30229, 23922, 19134, 17052
1000, 1212103, 500938, 30229, 23948, 19340, 17069
